1.00000,0.00000
0.99590,0.00332
0.99280,0.00472
0.98903,0.00597
0.97989,0.00843
0.96352,0.01305
0.94455,0.01830
0.92350,0.02398
0.90075,0.02997
0.87658,0.03615
0.85123,0.04246
0.82489,0.04882
0.79774,0.05517
0.76991,0.06147
0.74154,0.06767
0.71275,0.07372
0.68365,0.07961
0.65434,0.08528
0.62492,0.09070
0.59547,0.09584
0.56607,0.10067
0.53680,0.10516
0.50774,0.10926
0.47895,0.11296
0.45050,0.11621
0.42246,0.11900
0.39488,0.12129
0.36782,0.12305
0.34135,0.12427
0.31551,0.12492
0.29035,0.12499
0.26594,0.12447
0.24231,0.12334
0.21951,0.12159
0.19760,0.11924
0.17661,0.11628
0.15660,0.11271
0.13760,0.10855
0.11965,0.10382
0.10280,0.09853
0.08709,0.09270
0.07256,0.08636
0.05924,0.07953
0.04717,0.07223
0.03639,0.06450
0.02694,0.05636
0.01885,0.04783
0.01215,0.03893
0.00848,0.03280
0.00688,0.02969
0.00545,0.02653
0.00418,0.02334
0.00308,0.02011
0.00214,0.01685
0.00138,0.01355
0.00078,0.01021
0.00035,0.00683
0.00009,0.00342
0.00000,0.00000
0.00009,-0.00342
0.00035,-0.00683
0.00078,-0.01021
0.00138,-0.01355
0.00214,-0.01685
0.00308,-0.02011
0.00418,-0.02334
0.00545,-0.02653
0.00688,-0.02969
0.00848,-0.03280
0.01215,-0.03893
0.01885,-0.04783
0.02694,-0.05636
0.03639,-0.06450
0.04717,-0.07223
0.05924,-0.07953
0.07256,-0.08636
0.08709,-0.09270
0.10280,-0.09853
0.11965,-0.10382
0.13760,-0.10855
0.15660,-0.11271
0.17661,-0.11628
0.19760,-0.11924
0.21951,-0.12159
0.24231,-0.12334
0.26594,-0.12447
0.29035,-0.12499
0.31551,-0.12492
0.34135,-0.12427
0.36782,-0.12305
0.39488,-0.12129
0.42246,-0.11900
0.45050,-0.11621
0.47895,-0.11296
0.50774,-0.10926
0.53680,-0.10516
0.56607,-0.10067
0.59547,-0.09584
0.62492,-0.09070
0.65434,-0.08528
0.68365,-0.07961
0.71275,-0.07372
0.74154,-0.06767
0.76991,-0.06147
0.79774,-0.05517
0.82489,-0.04882
0.85123,-0.04246
0.87658,-0.03615
0.90075,-0.02997
0.92350,-0.02398
0.94455,-0.01830
0.96352,-0.01305
0.97989,-0.00843
0.98903,-0.00597
0.99280,-0.00472
0.99590,-0.00332
1.00000,0.00000
